-0.0000		-5.81264e-10
-0.0500		-5.80072e-10
-0.1000		-6.11305e-10
-0.2000		-5.78642e-10
-0.2500		-5.95689e-10
-0.3000		-5.71847e-10
-0.4000		-5.91517e-10
-0.4500		-5.92828e-10
-0.5000		-6.06656e-10
-0.5500		-6.07133e-10
-0.6000		-5.71251e-10
-0.7000		-5.81980e-10
-0.7500		-5.97715e-10
-0.8000		-6.37650e-10
-0.9000		-6.08683e-10
-0.9500		-6.03914e-10
-1.0000		-6.34074e-10
-1.1000		-9.10640e-10
-1.1500		-1.43576e-09
-1.2000		-2.99180e-09
-1.2500		-7.48789e-09
-1.3000		-2.03174e-08
-1.3500		-5.70607e-08
-1.4000		-1.58073e-07
-1.4500		-4.21482e-07
-1.5000		-1.04662e-06
-1.5500		-2.35416e-06
-1.6000		-4.73579e-06
-1.6500		-8.59332e-06
-1.7000		-1.42484e-05
-1.7500		-2.19523e-05
-1.8000		-3.19359e-05
-1.8500		-4.43043e-05
-1.9000		-5.98550e-05
-1.9500		-7.72953e-05
-2.0000		-9.72509e-05
-2.0500		-1.19925e-04
-2.1000		-1.45257e-04
-2.1500		-1.73175e-04
-2.2000		-2.03586e-04
-2.2500		-2.36869e-04
-2.3000		-2.72703e-04
-2.3500		-3.11160e-04
-2.4000		-3.52132e-04
-2.4500		-3.95775e-04
-2.5000		-4.41909e-04
-2.5500		-4.90451e-04
-2.6000		-5.41615e-04
-2.6500		-5.95367e-04
-2.7000		-6.51336e-04
-2.7500		-7.09963e-04
-2.8000		-7.70783e-04
-2.8500		-8.33845e-04
-2.9000		-8.99649e-04
-2.9500		-9.67574e-04
-3.0000		-1.03782e-03
-3.0500		-1.11049e-03
-3.1000		-1.18536e-03
-3.1500		-1.26231e-03
-3.2000		-1.34158e-03
-3.2500		-1.42287e-03
-3.3000		-1.50656e-03
-3.3500		-1.59215e-03
-3.4000		-1.67979e-03
-3.4500		-1.76961e-03
-3.5000		-1.86111e-03
-3.5500		-1.95407e-03
-3.6000		-2.05009e-03
-3.6500		-2.14711e-03
-3.7000		-2.24550e-03
-3.7500		-2.34572e-03
-3.8000		-2.44710e-03
-3.8500		-2.55007e-03
-3.9000		-2.65358e-03
-3.9500		-2.75799e-03
-4.0000		-2.86341e-03
-4.0500		-2.96926e-03
-4.1000		-3.07537e-03
-4.1500		-3.18196e-03
-4.2000		-3.28808e-03
-4.2500		-3.39465e-03
-4.3000		-3.50075e-03
-4.3500		-3.60661e-03
-4.4000		-3.71244e-03
-4.4500		-3.81694e-03
-4.5000		-3.92214e-03
-4.5500		-4.02657e-03
-4.6000		-4.13013e-03
-4.6500		-4.23329e-03
-4.7000		-4.33604e-03
-4.7500		-4.43797e-03
-4.8000		-4.53963e-03
-4.8500		-4.64036e-03
-4.9000		-4.74056e-03
-4.9500		-4.84036e-03
-5.0000		-4.93921e-03
