  -2.6500		-5.95367e-04		-1.01660e-08		0e-3
  -2.7000		-6.51336e-04		-1.01682e-08		0e-3
  -2.7500		-7.09963e-04		-1.01343e-08		0e-3
  -2.8000		-7.70783e-04		-1.01782e-08		0e-3
  -2.8500		-8.33845e-04		-1.01625e-08		0e-3
  -2.9000		-8.99649e-04		-1.02049e-08		0e-3
  -2.9500		-9.67574e-04		-1.01880e-08		0e-3
  -3.0000		-1.03782e-03		-1.01805e-08		0e-3
  -3.0500		-1.11049e-03		-1.01180e-08		0e-3
  -3.1000		-1.18536e-03		-1.01407e-08		0e-3
  -3.1500		-1.26231e-03		-1.01514e-08		0e-3
  -3.2000		-1.34158e-03		-1.01409e-08		0e-3
  -3.2500		-1.42287e-03		-1.01931e-08		0e-3
  -3.3000		-1.50656e-03		-1.01490e-08		0e-3
  -3.3500		-1.59215e-03		-1.01761e-08		0e-3
  -3.4000		-1.67979e-03		-1.01725e-08		0e-3
  -3.4500		-1.76961e-03		-1.01081e-08		0e-3
  -3.5000		-1.86111e-03		-1.01151e-08		0e-3
  -3.5500		-1.95407e-03		-1.01916e-08		0e-3
  -3.6000		-2.05009e-03		-1.01657e-08		0e-3
  -3.6500		-2.14711e-03		-1.01734e-08		0e-3
  -3.7000		-2.24550e-03		-1.02152e-08		0e-3
  -3.7500		-2.34572e-03		-1.01817e-08		0e-3
  -3.8000		-2.44710e-03		-1.02203e-08		0e-3
  -3.8500		-2.55007e-03		-1.01850e-08		0e-3
  -3.9000		-2.65358e-03		-1.02025e-08		0e-3
  -3.9500		-2.75799e-03		-1.01368e-08		0e-3
  -4.0000		-2.86341e-03		-1.01851e-08		0e-3
  -4.0500		-2.96926e-03		-1.01790e-08		0e-3
  -4.1000		-3.07537e-03		-1.02160e-08		0e-3
  -4.1500		-3.18196e-03		-1.01919e-08		0e-3
  -4.2000		-3.28808e-03		-1.01734e-08		0e-3
  -4.2500		-3.39465e-03		-1.01777e-08		0e-3
  -4.3000		-3.50075e-03		-1.01579e-08		0e-3
  -4.3500		-3.60661e-03		-1.01752e-08		0e-3
  -4.4000		-3.71244e-03		-1.01789e-08		0e-3
  -4.4500		-3.81694e-03		-1.01320e-08		0e-3
  -4.5000		-3.92214e-03		-1.01762e-08		0e-3
  -4.5500		-4.02657e-03		-1.01658e-08		0e-3
  -4.6000		-4.13013e-03		-1.01560e-08		0e-3
  -4.6500		-4.23329e-03		-1.01454e-08		0e-3
  -4.7000		-4.33604e-03		-1.01205e-08		0e-3
  -4.7500		-4.43797e-03		-1.01546e-08		0e-3
  -4.8000		-4.53963e-03		-1.01711e-08		0e-3
  -4.8500		-4.64036e-03		-1.01755e-08		0e-3
  -4.9000		-4.74056e-03		-1.01916e-08		0e-3
  -4.9500		-4.84036e-03		-1.01672e-08		0e-3
  -5.0000		-4.93921e-03		-1.01577e-08		0e-3
