  -0.0000		-5.81264e-10		-1.01376e-08		0e-3
  -0.0500		-5.80072e-10		-1.02149e-08		0e-3
  -0.1000		-6.11305e-10		-1.01713e-08		0e-3
  -0.1500		-5.82337e-10		-1.01722e-08		0e-3
  -0.2000		-5.78642e-10		-1.02276e-08		0e-3
  -0.2500		-5.95689e-10		-1.01314e-08		0e-3
  -0.3000		-5.71847e-10		-1.01823e-08		0e-3
  -0.3500		-5.87583e-10		-1.01843e-08		0e-3
  -0.4000		-5.91517e-10		-1.01542e-08		0e-3
  -0.4500		-5.92828e-10		-1.01638e-08		0e-3
  -0.5000		-6.06656e-10		-1.01097e-08		0e-3
  -0.5500		-6.07133e-10		-1.01773e-08		0e-3
  -0.6000		-5.71251e-10		-1.01523e-08		0e-3
  -0.6500		-6.18577e-10		-1.02125e-08		0e-3
  -0.7000		-5.81980e-10		-1.01784e-08		0e-3
  -0.7500		-5.97715e-10		-1.01616e-08		0e-3
  -0.8000		-6.37650e-10		-1.01542e-08		0e-3
  -0.8500		-6.06060e-10		-1.01793e-08		0e-3
  -0.9000		-6.08683e-10		-1.01728e-08		0e-3
  -0.9500		-6.03914e-10		-1.01678e-08		0e-3
  -1.0000		-6.34074e-10		-1.01587e-08		0e-3
  -1.0500		-6.88314e-10		-1.01916e-08		0e-3
  -1.1000		-9.10640e-10		-1.01829e-08		0e-3
  -1.1500		-1.43576e-09		-1.01353e-08		0e-3
  -1.2000		-2.99180e-09		-1.01408e-08		0e-3
  -1.2500		-7.48789e-09		-1.01418e-08		0e-3
  -1.3000		-2.03174e-08		-1.01650e-08		0e-3
  -1.3500		-5.70607e-08		-1.01244e-08		0e-3
  -1.4000		-1.58073e-07		-1.01117e-08		0e-3
  -1.4500		-4.21482e-07		-1.01472e-08		0e-3
  -1.5000		-1.04662e-06		-1.01407e-08		0e-3
  -1.5500		-2.35416e-06		-1.01682e-08		0e-3
  -1.6000		-4.73579e-06		-1.01548e-08		0e-3
  -1.6500		-8.59332e-06		-1.01451e-08		0e-3
  -1.7000		-1.42484e-05		-1.01260e-08		0e-3
  -1.7500		-2.19523e-05		-1.01231e-08		0e-3
  -1.8000		-3.19359e-05		-1.01233e-08		0e-3
  -1.8500		-4.43043e-05		-1.01662e-08		0e-3
  -1.9000		-5.98550e-05		-1.01668e-08		0e-3
  -1.9500		-7.72953e-05		-1.01691e-08		0e-3
  -2.0000		-9.72509e-05		-1.01564e-08		0e-3
  -2.0500		-1.19925e-04		-1.01676e-08		0e-3
  -2.1000		-1.45257e-04		-1.01600e-08		0e-3
  -2.1500		-1.73175e-04		-1.01898e-08		0e-3
  -2.2000		-2.03586e-04		-1.01526e-08		0e-3
  -2.2500		-2.36869e-04		-1.01302e-08		0e-3
  -2.3000		-2.72703e-04		-1.01715e-08		0e-3
  -2.3500		-3.11160e-04		-1.01789e-08		0e-3
  -2.4000		-3.52132e-04		-1.01401e-08		0e-3
  -2.4500		-3.95775e-04		-1.01949e-08		0e-3
  -2.5000		-4.41909e-04		-1.01475e-08		0e-3
  -2.5500		-4.90451e-04		-1.01887e-08		0e-3
  -2.6000		-5.41615e-04		-1.01438e-08		0e-3
