-0.0000		-5.81264e-10
-0.0500		-5.80072e-10
-0.1500		-5.82337e-10
-0.2500		-5.95689e-10
-0.3500		-5.87583e-10
-0.4500		-5.92828e-10
-0.5500		-6.07133e-10
-0.6500		-6.18577e-10
-0.7500		-5.97715e-10
-0.8500		-6.06060e-10
-0.9500		-6.03914e-10
-1.0500		-6.88314e-10
-1.1500		-1.43576e-09
-1.2500		-7.48789e-09
-1.3500		-5.70607e-08
-1.4500		-4.21482e-07
-1.5500		-2.35416e-06
-1.6500		-8.59332e-06
-1.7500		-2.19523e-05
-1.8500		-4.43043e-05
-1.9500		-7.72953e-05
-2.0500		-1.19925e-04
-2.1500		-1.73175e-04
-2.2500		-2.36869e-04
-2.3500		-3.11160e-04
-2.4500		-3.95775e-04
-2.5500		-4.90451e-04
-2.6500		-5.95367e-04
-2.7500		-7.09963e-04
-2.8500		-8.33845e-04
-2.9500		-9.67574e-04
-3.0500		-1.11049e-03
-3.1500		-1.26231e-03
-3.2500		-1.42287e-03
-3.3500		-1.59215e-03
-3.4500		-1.76961e-03
-3.5500		-1.95407e-03
-3.6500		-2.14711e-03
-3.7500		-2.34572e-03
-3.8500		-2.55007e-03
-3.9500		-2.75799e-03
-4.0500		-2.96926e-03
-4.1500		-3.18196e-03
-4.2500		-3.39465e-03
-4.3500		-3.60661e-03
-4.4500		-3.81694e-03
-4.5500		-4.02657e-03
-4.6500		-4.23329e-03
-4.7500		-4.43797e-03
-4.8500		-4.64036e-03
-4.9500		-4.84036e-03
